13107,東京都,墨田区,第一寺島小学校,墨田区東向島一丁目16番2号,35.721582,139.814453,,,,,,03-3614-0103,
13107,東京都,墨田区,第二寺島小学校,墨田区東向島四丁目30番2号,35.724708,139.818457,,,,,,03-3614-0105,
13107,東京都,墨田区,第三寺島小学校,墨田区東向島六丁目8番1号,35.721329,139.820449,,,,,,03-3614-0201,
13107,東京都,墨田区,隅田小学校,墨田区墨田四丁目6番5号,35.734344,139.821947,,,,,,03-3614-0203,
13107,東京都,墨田区,墨田二丁目出張所,墨田区墨田二丁目36番11号,35.730951,139.818344,,,,,,03-3614-1900,
13107,東京都,墨田区,旧向島中学校,墨田区東向島四丁目18番9号,35.726061,139.817267,,,,,,03-3614-4560,
13107,東京都,墨田区,荒川河川敷運動場,墨田区墨田四丁目地先,35.73217,139.825927,,,,,,03-3614-6131,
13107,東京都,墨田区,八広小学校,墨田区八広五丁目12番15号,35.72712,139.826303,,,,,,03-3614-6911,
13107,東京都,墨田区,梅若小学校,墨田区墨田二丁目25番1号,35.73032,139.81564,,,,,,03-3614-6913,
13107,東京都,墨田区,墨田児童会館,墨田区墨田二丁目30番15号,35.729263,139.8189,,,,,,03-3614-7141,
13107,東京都,墨田区,荒川緑地フィールドハウス集会室,墨田区墨田四丁目32番10号,35.732707,139.823886,,,,,,03-3614-8633,
13107,東京都,墨田区,八広図書館,墨田区八広五丁目10番1号104号室,35.72481,139.8258,,,,,,03-3616-0846,
13107,東京都,墨田区,梅若橋コミュニティ会館,墨田区堤通二丁目9番1号,35.735317,139.816782,,,,,,03-3616-1101,
13107,東京都,墨田区,吾嬬立花中学校,墨田区立花四丁目30番18号,35.709879,139.83478,,,,,,03-3616-2271,
13107,東京都,墨田区,曳舟文化センター,墨田区京島一丁目38番11号,35.71838,139.818824,,,,,,03-3616-3951,
13107,東京都,墨田区,桜堤中学校,墨田区堤通二丁目19番1号,35.730387,139.811917,,,,,,03-3616-5630,
13107,東京都,墨田区,旧隅田小学校,墨田区墨田五丁目49番5号,35.73601,139.820933,,,,,,03-3616-6863,
13107,東京都,墨田区,立花体育館,墨田区立花一丁目25番7号,35.705195,139.832016,,,,,,03-3616-8601,
13107,東京都,墨田区,屋外体育施設管理事務所,墨田区八広六丁目35番1号,35.726525,139.829399,,,,,,03-3616-8601,
13107,東京都,墨田区,第四吾嬬小学校,墨田区京島三丁目64番9号,35.713133,139.825188,,,,,,03-3617-0232,
13107,東京都,墨田区,旧吾嬬第一中学校,墨田区立花五丁目48番9号,35.712938,139.831948,,,,,,03-3617-0248,
13107,東京都,墨田区,文花中学校,墨田区文花一丁目22番7号,35.710165,139.822418,,,,,,03-3617-0264,
13107,東京都,墨田区,寺島中学校,墨田区八広一丁目17番15号,35.720129,139.823168,,,,,,03-3617-0537,
13107,東京都,墨田区,吾嬬第二中学校,墨田区八広四丁目4番4号,35.72182,139.827232,,,,,,03-3617-2180,
13107,東京都,墨田区,すみだ中小企業センター,墨田区文花一丁目19番1号,35.710592,139.823792,,,,,,03-3617-4351,
13107,東京都,墨田区,八広はなみずき児童館,墨田区八広四丁目27番8号,35.724559,139.829414,,,,,,03-3617-7060,
13107,東京都,墨田区,第三吾嬬小学校,墨田区八広二丁目36番3号,35.717171,139.82775,,,,,,03-3617-7513,
13107,東京都,墨田区,曳舟小学校,墨田区京島一丁目28番2号,35.71662,139.820896,,,,,,03-3617-7617,
13107,東京都,墨田区,中川小学校,墨田区立花五丁目49番4号,35.713588,139.831476,,,,,,03-3617-7921,
