13106,東京都,台東区,吉原交番,台東区千束4‐33‐1,35.7243347,139.7960103,交番内,,全日24時間可能,,111-0031,,
13106,東京都,台東区,橋場交番,台東区清川2‐1‐2,35.7264233,139.8045829,交番内,,全日24時間可能,,111-0022,,
13106,東京都,台東区,日本堤交番,台東区日本堤1‐24‐13,35.7274305,139.800012,交番内,,全日24時間可能,,111-0021,,
13106,東京都,台東区,台東交番,台東区台東1‐30‐8,35.7024346,139.7761468,交番入口,,全日24時間可能,,110-0016,,
13106,東京都,台東区,御徒町交番,台東区台東4‐8‐4,35.70589,139.7764023,交番入口,,全日24時間可能,,110-0016,,
13106,東京都,台東区,黒門交番,台東区上野1‐19‐13,35.7066517,139.7722872,交番入口,,全日24時間可能,,110-0005,,
13106,東京都,台東区,公園前交番,台東区上野公園1‐65,35.7108375,139.7737821,交番入口,,全日24時間可能,,110-0007,,
13106,東京都,台東区,稲荷町交番,台東区東上野5‐1‐1,35.7114956,139.7826263,交番入口,,全日24時間可能,,110-0015,,
13106,東京都,台東区,上野駅交番,台東区上野7‐1‐1,35.7123506,139.7766037,交番入口,,全日24時間可能,,110-0005,,
13106,東京都,台東区,池之端交番,台東区上野公園2‐43,35.7124583,139.768689,交番入口,,全日24時間可能,,110-0007,,
13106,東京都,台東区,動物園前交番,台東区上野公園4‐53,35.7153881,139.7746168,交番入口,,全日24時間可能,,110-0007,,
13106,東京都,台東区,東京都美術館　公募棟１階,台東区上野公園8-36,35.7171795,139.7727479,公募棟１階第２展示室前ＥＶロビー横,,月～日　※休館日：毎月第１・第３月曜日9：30～17：30　※備考参照開館日の開館時間中利用可　※特別展開催中の金曜日は２０時まで開館延長,,,,
13106,東京都,台東区,東京都立上野高等学校,台東区上野公園10‐14,35.718557,139.7699898,校舎棟内　1階　玄関脇,,月～金9：00～17：00＊学校開校日のみ,,110-0007,,
13106,東京都,台東区,東京都下水道局北部下水道事務所,台東区蔵前2-1-8,35.7020884,139.7923298,四階　庶務課入口脇,,月～金8：30～17：15,,,,
13106,東京都,台東区,浅草税務署,台東区蔵前2-8-12,35.7030939,139.7923354,四階総務課,,月～金　庁舎開庁時のみ使用可8：30～17：00,,,,
13106,東京都,台東区,医療法人社団　悠和会マツザカヤデンタルクリニック,台東区上野3‐29‐5  上野松坂屋8F,35.7070088,139.7733105,歯科診療所待合室,,松坂屋デパートの営業時間内10:00～20：00,,110-0005,,
13106,東京都,台東区,寿児童館,台東区寿1-4-5,35.7069396,139.790039,事務室,,児童館開館日（休館日は第3日曜日・5/5除く祝祭日・年末年始）9：30～18：00玄関脇インターフォンを利用し呼び出し,,,,
13106,東京都,台東区,公園管理事務所,台東区花川戸2-1-13 台東区立隅田公園内,35.7148131,139.8020743,事務室,,月～金（土・日・祝・年末年始以外の日）8:30～17:15事務室内職員に声掛け,,,,
13106,東京都,台東区,大谷歯科クリニック,台東区下谷2‐3‐2,35.7204517,139.782887,受付,,月～土9：30～18：00　,,110-0004,,
13106,東京都,台東区,浅草警察署,浅草4‐47‐11,35.718932,139.7978728,受付（入口左側）,,全日24時間可能,,111-0032,,
13106,東京都,台東区,上野警察署,台東区東上野4‐2‐4,35.7122905,139.77927,署入口,,全日24時間可能,,110-0015,,
13106,東京都,台東区,社会福祉協議会,台東区下谷1-2-11,35.7177377,139.7817423,昭和通り側玄関付近,,月～金（土・日・祝日、年末年始はお休み）８：３０～１７：１５,,110-0004,,
13106,東京都,台東区,上野税務署,池之端1‐2‐22,35.7096461,139.7686251,上野合同庁舎　3階総務課,,月～金8：30～17：00,,110-0008,,
